Tweet
['damn', 'ex', 'cri', 'babi', 'dont', 'wan', 'na', 'talk']
['devast']
[]
['luke', 'profil', 'pictur', 'ador']
['mandarin', 'buffet']
['babi', 'complet', 'frozen', 'way', 'drive', 'shit', 'time', 'soon']
['well', 'instead', 'scare', 'scare']
['everyth', 'happen', 'happen', 'suh', 'hate', 'life', 'right']
['fuck', 'liam', 'payn', 'tweet', 'dark', 'retweet', '24', 'favorit', 'wat']
['flip', 'phone', 'shawti']
['funni', 'everi', 'situat', 'go', 'threw', 'aloud', 'tell', 'ur', 'best', 'friend', 'toad']
['godli', 'person', 'religi', 'one', 'matter', 'mostli', 'logic', 'grew', 'pretend', 'sayin']
['happi', 'birthday', 'handsom', 'guy', 'name']
[]
['ugh', 'need', 'hurri', 'hell', 'outta', 'work']
['okay', 'good', 'pleas', 'come', 'talk', 'javelin', 'ye', 'saturday', 'sunday', 'monday', 'tuesday']
['sadli', 'lose', 'dock', 'station', 'arriv', 'annoy', 'item', 'replac', 'asap']
['catfish', 'need', 'hood', 'pal', 'though', 'would', 'funni']
['final', 'bedtim', 'good', 'freak']
['bum', 'mix', 'quickli', 'pitch', 'quick', 'invit']
['aww', 'cute', 'text', 'everi', 'fucker', 'world', 'shock']
['sleep', 'weak', 'week']
['wish', 'would', 'text']
['im', 'tha', 'one', 'hous']
['bought', 'al', 'father', 'orang', 'grape', 'vanilla', 'gon', 'na', 'vanilla', 'twilight']
['male', 'hehe']
['set', 'alarm', 'first', 'time', 'week']
['baltimor', 'go', 'crazi', 'celebr', 'begun']
['got', 'day', 'night', 'mix', 'ima', 'newborn', 'sum']
['bug', 'got', 'lot', 'nice', 'cloth', 'ah']
['bit', 'happen']
['beyonc', 'eyebrow']
['okay', '3']
['call', 'u', 'bitch', 'dummi']
['last', 'know', 'haha']
['ord']
['bout', 'divis', 'nana', 'diner']
['dear', 'far', 'best', 'bit', 'kill']
['good', 'happi', 'turn', 'music', 'time']
['exam', 'definit', 'gon', 'na', 'togeth', 'friend']
['dens', 'fog', 'advisori', 'issu', 'januari', '23', 'cut', 'januari', '24', 'cut', 'news', 'lake', 'charl']
[]
['everyth', 'make', 'sens', 'legal', 'pad']
['stop', 'love', 'stop', 'show', 'inspir', 'wakka']
['time', 'work']
['gay', 'take', 'pic', 'wit', 'y', 'all', 'finger', 'y', 'all', 'ass', 'post', 'internet', 'beyond']
['dancehal', 'artist', 'still', 'mad', 'ova', 'busi', 'signal']
['wan', 'na', 'bed', 'gon', 'na', 'long']
['chose', 'safe', 'enough', 'mag', 'dump', 'contact', 'distanc', 'steel', 'impress', 'effect', 'soft', 'tissu']
['fuckin', 'nigga']
['rang', '999', 'told', 'us', 'go', 'away', 'rude']
['wan', 'na', 'sleep', 'tomorrow']
['wed', 'silli', 'ass']
['3']
['even', 'tryin', 'hide', 'see', 'ur', 'name']
['come', 'aspen']
['ha', 'ya', 'meet', 'gay', 'fella']
['never', 'miss', 'someth', 'gone']
['paisley', 'well', 'two', 'friend', 'way', 'right', 'random', 'u', 'pick', 'dalla', 'lol', 'u', 'got', 'ta', 'drive', 'us']
['better', 'david', 'footi']
['today', 'trip', '100', 'sure', 'fuck', 'ton', 'peopl', 'drive', 'johnson', 'saw']
['tell', 'real', 'chase']
['show', 'merci']
['perf', 'voic', 'ever']
['dork']
['thought', 'weird', 'wednesday', 'letdown']
['let', 'go', 'flyer', 'c', 'mon', 'babi']
['even', 'cool', 'serious', 'hurt']
['favorit', 'supercool', 'team', 'support']
['time', 'thing', 'wast']
['laker', 'win', 'tip']
['got', 'ta', 'stop', 'talk', 'talk', 'cheap']
['hahaha', 'ask', 'funni']
['listen', 'ed', 'recap', 'wait', 'deni', '2013', 'citi', 'field']
['turn', 'current']
['heart', 'fire']
['oh', 'brill', 'bumper', 'hang', 'might', 'well', 'leav', 'fall', 'complet']
['say', 'hey', 'ey', 'ey', 'ey', 'ey', 'hey', 'ey', 'ey', 'said', 'hey', 'what', 'go']
['mix', 'inch', 'nappi', 'hair', 'yo', 'head', 'tho', 'mix', 'alright', 'black', 'black', 'fuckin', 'black']
['ye', 'long', 'time']
['flat', 'good']
[]
['realli', 'studi', 'abroad', 'israel']
['need', 'blunt']
['dakara', 'got', 'match', 'underwear']
['earli', 'valentin', 'gift', 'dan', 'sweet', 'bowman', 'bourbon', 'holster', 'hous']
['lahor', 'karat', 'san', 'francisco']
['hussein', 'airport']
['exhaust', 'umm']
['istanbul']
['product', 'weekend', 'think', 'week']
['haha', 'cox', 'know', 'say']
['i', 've', 'spun']
['kara', '8', 'other']
['bistro', 'safe', '8', 'other']
['yeah']
['would', 'know', 'everybodi', 'hate', 'everybodi', 'make', 'sens', 'sometim']
['follow', 'ig']
['thursday', 'gon', 'na', 'busiest']
['danni', 'boy', 'nil', 'trade', 'deadlin', 'year']
['becam', 'mayor']
['everi', 'singl', 'think', 'came', 'way', 'sleepless', 'night', 'tear', 'cri', 'never', 'late', 'make', 'right']
['girl', 'bad']
['coffe', 'time', 'pic']
['that', 'bite', 'bout', 'give', 'anyway', 'lol']
['stand', 'night', 'know', 'anymor']
['facebook', 'twitter', 'whoop']
['read', 'land', 'new', 'congratul']
['7', 'care', '2', 'other']
['michael', 'templ', 'az']
['oooo', 'da', 'nigga', 'teenag']
['ladoo', 'damn', 'ok', 'noth', 'good', 'came', 'anyway', 'miss', 'lol']
['hahaha', 'boy', 'night', 'slut', 'drop', 'get', 'mi', 'straight']
['wait', 'told', 'mum', 'wait', 'show', 'pictur', 'what', 'wrong', 'hahaha']
['bale', 'favoriteplayerfromeachpremierleagueteam']
['rip', 'looney', 'danni', 'chica', 'smell', 'anoth', 'trebl', 'make']
['car', 'suit', 'dinner', 'favorit']
['come', 'bring', 'work']
['fuck', 'wors']
[]
['sunb']
['children', 'pediatr', 'center', 'canton', 'ga']
['pointless', 'stupid']
['100', 'agre', 'amaz']
['netflix', 'fall', 'asleep', 'earli', 'tomorrow']
['steadi', 'haha', 'got', 'bitch']
['probabl', 'go', 'back', 'bed', 'amen']
['alway']
['satay']
['word', 'ill', 'call', 'tomorrow']
['would', 'never', 'haha']
[]
['bedtim', 'goodnight']
['get', 'next']
['doe', 'u', 'live', 'next', 'one', 'hous', 'wit', 'grass', 'roof', 'shit', 'yeh', 'rememb']
['im', 'gone']
['let', 'dead', 'sunday', 'commenc']
['move', 'furnitur', 'get', 'readi', 'choir', 'photo', 'shoot', 'jame', 'fu', 'dick', 'colleg', 'busi', 'administr']
['went', 'last', 'night', 'one', 'thing', 'start', 'lead', 'anoth']
['u', 'ai', 'type', 'shawti', 'fall', 'back']
['mayb', 'im', 'lie']
['valor', 'overtim']
['room', 'let', 'spend', 'night', 'togeth', 'wan', 'na', 'room']
['whelp', 'bout', 'head', 'work']
['special', 'first', 'thought', 'haha']
['thing', 'got', 'radio']
[]
['la', 'sometim']
['pain', 'pain']
['zest', 'date', 'heart']
['bad']
['oust', 'mayor', 'taki', 'lulu']
['rage']
['beauti', 'let', 'one', 'tell', 'differ']
['sell', 'mental', 'fix', 'order', 'new', 'comm']
['technic', 'realli', 'bad', 'lol', 'think', 'could', 'spent', 'wise', 'need', 'goal', 'man']
['jig']
['whatsapp', 'met']
['like']
['wind', 'god', 'angri']
['stay', 'lot', 'week']
['santiago', 'region', 'metropolitan', '4', 'other']
['waller', 'hate', 'stand']
['wif', 'plane', 'delay', 'memo']
['cracker', 'barrel', 'back', 'hell']
['peopl', 'gimp', 'laughabl', 'sorri']
['guy', 'know', 'wear', 'beani']
['sometim', 'say', 'say', 'tower']
['peopl', 'said', 'belli', 'reduc', 'size', 'gym', 'tour']
['realli', 'haha']
['could', 'say', 'mani', 'shitti', 'thing', 'wo', 'better']
['fight', 'class', 'today', 'turn']
['ahah', 'basketbal', 'nightshad', 'yay']
['wake']
['rage', 'machin', 'see', 'live', 'die', 'list']
['monro', 'follow']
['excit', 'game', 'tomorrow', 'sleep']
['hotel', 'wait', 'basic']
['blubber', 'sed', 'senior', 'project', 'best', 'wish', 'glen', 'sed', '2013']
['biggest', 'fan', 'kwon']
['keep', 'close', 'keep', 'closet', 'keep', 'head', 'water']
['chang']
['wait', 'head', 'resort', 'disney', 'magic', 'express', 'depot', 'pic']
['burger', 'baker', 'wang', 'meju', 'koala', 'lump', '3', 'other']
['well', 'shit', 'fast', 'glad', 'made', 'safe']
['11', 'other']
['yea', 'pearl', 'readi', 'believ', 'pleas', 'feel', 'littl', 'tall', 'freshen', 'voic']
['pandora', 'good', 'today']
['masquerad', 'fundrais', 'alcohol', 'children', 'museum', 'dream', 'come', 'true', '11', 'other']
['mic', 'unknown', 'injuri', 'riversid', 'aveng', 'unit', '8103', 'time']
['shift', 'salisburi']
['look', 'retard']
['homework', 'forev', 'dislik', 'woman', 'heart', 'say', 'hate', 'hate', 'anybodi']
['havent', 'eaten']
['thing', 'way', 'god', 'intend', 'first', 'place', 'wo', 'worri', 'shortcut']
['wear', 'short', 'sleev', 'freez']
['come', 'shower', 'smell', 'strawberri']
['disney', 'technolog', 'solut', 'servic', 'seattl', 'wa']
['friend', 'je', 'know', 'pal', 'lol', 'gon', 'na', 'today', 'know', 'mami', 'gon', 'na', 'say']
['mcgee', 'yay', 'okay', 'get']
['cassandra', 'never', 'facetim']
['hurt']
['talk']
['natur', 'thank', 'kind', 'word', 'tim', 'hope', 'path', 'continu', 'cross', 'great', 'week']
['definit']
['give', 'polit', 'handshak']
['deal']
['sent', 'best', 'tryna']
['wonder', 'life', 'would', 'never', 'met', 'befriend']
['go', 'back', 'work']
['mate', 'mention', 'name', 'famou']
['cute', 'tit', 'telegram', 'iphon', 'tiger', 'summer', 'girl', 'instar']
['en', 'rout', 'back', 'rural', 'bring', 'food', 'golf', 'sky']
['u', 'got', 'ta', 'smile', 'sometim']
['mailbox', 'eden', 'prairi']
['actual', 'unbeliev', 'impress', 'perform']
['sooo', 'fuck', 'start', 'fight']
['post', 'photo', 'play', 'arisan']
['late', 'night', 'crave', 'make', 'wonder', 'may', 'pregnant']
['happi', 'person', 'taipan', 'exclud', 'terribl', 'pa', 'day', 'wan', 'na', 'go', 'back', 'everi', 'winter', 'happi']
['naw', 'know', 'lol']
['pleas', 'follow', '14']
['sound', 'atmospher']
['home', '7', 'shah', 'alarm']
['nope']
['vulgar', 'samson', '6', 'other']
['happi', 'cake', 'nigga']
['pack', 'equal', 'lame', 'pleas']
['wait', 'trade', 'thou', 'black', 'black', 'black', 'next', 'car']
[]
['agra', 'bologna', 'emilia', 'roman']
['agil', '2', 'other', 'solo', 'bistro', 'pic']
['thank', 'android', 'mani', 'paid', 'app']
['shitti', 'mood']
['springsteen', 'happi', 'song', 'alway', 'make', 'feel', 'better', 'lol']
['let', 'rock']
['feel', 'lime', 'im', 'die']
['cho', 'ol', 'broke', 'foot', 'ass', 'outta', 'lol']
['im', 'sorri', 'mri', 'harrison']
['denni', 'roman', '2', 'letter', 'away', 'peni', 'roman', 'ok', 'bu', 'peac']
['wish', 'could', 'sleep', 'alll']
['close']
['noth', 'wine', 'la', 'tavern', 'dei', 'goos']
['trey', 'song', 'make', 'music', 'model']
['ticket', 'today', 'gon', 'na', 'mad']
['funer', 'hard', 'go']
['holi', 'crappiest', 'tweet']
['brush', 'waka', 'stupid', 'fuck', 'whatev', 'gucci', 'diss', 'parent', 'nigga', 'u', 'diss', 'brought']
['want', 'dirti', 'slot']
['drink', 'arctic', 'monkey', 'much', 'better']
['chill', 'ladi', 'park', 'nice', 'today']
['drunk', 'text', 'get', 'right']
['watch', 'gang', 'new', 'york']
['im', 'sorri', 'babe']
['dna', 'got', 'yo', 'numb']
['hopeless', 'romant']
['book']
['need', 'come', 'find']
[]
['free', 'hug', 'liz', 'dungeon']
['meju', 'ahmad', 'pay', 'jar', 'sung', 'blow']
['ai', 'sleep', 'work']
['everi', 'tri', 'help', 'anoth', 'believ', 'gift', '20', 'believ', 'album', 'itun', 'american', 'believ']
['talk', 'bout', 'talk', 'boy', 'round', 'lol', 'chile', 'bye']
['relax', 'emoji']
['account', 'bookkeep', 'centenni', 'co']
['real', 'talk', 'pleas', 'laugh', 'ask', 'talkin', 'bout']
['come', 'wake', 'bake']
['fun']
['would', 'left', 'alon']
['macmillan', 'lil', 'badass']
['termin', 'de', 'torr', 'vedran', 'torr', 'vedran']
['bird', 'bout', 'go', 'mission']
['peek', 'cafe', 'satay', '4', 'other', 'pic']
['let', 'start', 'crew', 'massiv']
['mine']
['hungri']
['woke', 'damn', 'earli', 'new', 'york']
['promis']
['daddi', 'shit']
['good', 'win', 'kansa']
['en', 'barcelona', 'para', 'el', 'sobr', 'torment', 'de', 'novel', 'verd']
['stall', 'let', 'drop', 'show', 'em', 'best']
['ya', 'seen', 'idea']
['night']
['hey', 'popo', 'behind', 'po', 'po']
['rig', 'latvian']
['i', 'd', 'rather', 'i', 'd', 'play', 'parker', 'walker', 'defn', 'say', 'spur', 'crap', 'team']
['wassup']
['wan', 'na', 'say', 'smug', 'im', 'brave']
['name']
['came', 'bank', 'bye', 'teller', 'give', 'bum', 'money', 'hi', 'fella', 'bad', 'lil', 'hoe', 'high', 'yellow', 'brand', 'new', 'role', 'sky', 'dwell', 'obsess']
['post', 'offic', 'blue']
['ye', 'also', 'karma', 'perfum', 'lush', 'patchouli', 'smell', 'yummi', 'ex']
['guess', 'ill', 'sit', 'noth']
['kill', 'moscow']
['see', 'lol', 'ugli', 'ass', 'rat']
['sorri', 'miss', 'jackson']
['leg', 'sore', 'fuck']
['alton', 'damask', 'knife']
['say', 'happi', 'easter', 'haha']
['dont', 'make']
['realli', 'fight', 'would', 'lot', 'seriou']
['know', 'courtney', 'cox', 'suppos', 'play', 'rachael', 'jennif', 'piston', 'suppos', 'play', 'monica']
['pic']
['aww', 'melt', 'sweeti']
['hope', 'watch', 'video', 'cu', 'throw', 'shit']
['post', 'photo', 'court', 'hous']
['god', 'damn', 'much', 'chines', 'food', 'vomit']
['smallest', 'ever', 'seen', 'cancan', 'mexico', 'la', 'isla', 'shop', 'villag']
['pretti', 'today']
['haha', 'stop']
['struggl', 'bodi', 'betray', 'mutini']
['windi', 'bump', 'last', 'time', 'corni']
['snapchat', 'mee']
['marri']
['get', 'ridicul']
['sunris', 'dean', 'human']
['celebr', 'peter', 'shaman', 'book', 'releas', 'hotel', 'new', 'york']
['amo', 'mi', 'vida', 'mother', 'fuck', 'book']
['evil', 'dead', 'forest', 'movi', 'i', 've', 'seen', 'far']
['know', 'mum', 'southern', 'today']
['right', 'thought', 'crazi', 'one', 'lol']
['way', 'lisbon']
['eindhoven', 'airport', 'ein', 'eindhoven', '5', 'other']
['write', 'someth', 'call', 'zen', 'arcad', 'talk', 'hunker', 'du', 'legitim', 'bum']
['tomorrow', 'night']
['extrem', 'mental', 'sahil']
['goodmorn', 'xoxo']
['doi', 'toqu', 'fu', 'paulo', 'paulo']
[]
['nicest', 'person', 'run', 'across', 'mani', 'time', 'nice', 'shit', 'run']
['hahaha', 'live', 'alon', 'year', 'protect', 'us']
['horribl']
['havea']
['would', 'see', 'bend']
['im', 'soul', 'who', 'intent', 'good']
['blake', 'shelton', 'tall', 'glass', 'water']
['one', 'season', 'prove', 'jack', 'shit', 'need', 'say', 'better', 'team', 'other']
['herjob', 'good', 'point']
['never', 'mind', 'learn', 'civil']
['wait', 'see']
['heart', 'heart', 'mum']
['pa', 'xu']
['host', 'open', 'mic', 'tonight', 'y', 'all', 'ranger', 'c', 'mon', 'crook', 'ferret']
['went', '19394', 'second']
['whoop']
['piec', 'na', 'tell']
['termin', 'integr', 'joan', 'recip', 'pe']
[]
['right']
['rain', 'water', 'damag', 'advantag', 'help', 'advantag']
['dark', 'sun', 'countri', 'though']
['goodnight', 'thank', 'allah']
['istanbul', '42', 'other']
['i', 'd', 'fun', 'actual', 'lol']
[]
['petrelli', 'veteran', 'skate', 'arena', 'franklin']
['thank', 'even', 'seen', 'tab', 'yet', 'though']
['catch', 'mine', 'catch', 'happi']
['woah', 'anoth', 'apt', 'play']
['wind', '10', '8', 'mah', 'one', 'baromet', '29', '920', 'fall', 'quickli', 'temperatur', '46', '0', 'rain', 'today', '0', '07', 'humid', '79']
['major', 'suppos']
['spoken', 'grandma', 'sinc', 'argument', 'apolog', 'said', 'feel']
['goodmorn', 'boo']
['better', 'hold', 'tongu', 'say', 'someth', 'regret', 'quick', 'listen', 'slow', 'speak', 'slow', 'angri']
['haha', 'buy', 'someth', 'lol']
['hungri']
['well', 'would', 'beau', 'u', 'follow', 'listen', 'music']
['hoskin', 'send', 'new', 'one']
['truth', 'told', 'salmon', 'mallard', 'west', 'faggot', 'want', 'fight', 'say']
['nice', 'outdoor', 'activ']
['good']
['watch']
['brandon', 'nooooo']
['even', 'talk', 'shut', 'fuck', 'ruin', 'everyth']
['test', 'wait', 'best']
['hard']
['istanbul']
['car', 'night', 'stop', 'eat', 'cracker', 'barrel', 'get']
['get', 'drunk', 'caus', 'make', 'lao']
['3', 'san', 'antonio', 'trend', 'topic', 'thursday', '18', 'hashtag']
[]
['say', 'fabric', '1', 'cornelia', 'parent']
['like', 'panda', 'bad', 'fan', 'lol']
['hate']
[]
['salon', 'bar', 'istanbul']
['sure', 'pro', 'life', 'peopl', 'say', 'said', 'burden', 'show', 'said']
['alway', 'like', 'mont', 'elli', 'game']
['lone', 'tree', 'co']
['listen', 'intro', 'dat', 'touch', 'money', 'forev', 'mixtap', 'nigga']
['okay', 'clearli', 'scout', 'paper', 'towel', 'peopl', 'met', 'live', 'paper', 'clean', 'destruct']
['would', 'baselin', 'lol']
['book', 'venic']
['annabel', 'jone', 'lauri', 'would', 'father', 'say', 'haha', 'ex']
['peni', 'live', 'sad', 'life', 'hair', 'mess', 'famili', 'nut', 'neighbor', 'asshol', 'best', 'friend', 'pussi', 'owner', 'beat']
['first', 'date', 'awkward', 'first', 'kiss', 'heavenli', 'first', 'irreplac', 'first', 'heartbreak', 'unforgett']
['oh', 'god', 'bryce', 'harper', 'absolut', 'rake', 'everi', 'singl', 'plate', 'appear']
['well', 'shit', 'haha', 'il', 'free', 'fight', 'though']
['om', 'civil', 'airport', 'janitor']
['hate', 'guy', 'give', 'much', 'attent', 'overbear', 'two', 'noth', 'basic', 'ignor']
['tweet', 'weather', 'rest', 'terribl', 'scorch', 'summer']
['would', 'wear', 'hat', 'everyday', 'could']
['ummm', 'nice']
['casa', 'pro', 'de', 'quiero', 'claro', 'e', 'fix']
['readi', 'graduat']
['yu', 'know', 'happi', 'singl']
['guy', 'ador']
['work', 'til', '3']
['smile', 'ass']
['wish', 'major', 'english', 'journal', 'professor', 'bullshit']
['hahaha', 'think']
['pray', 'madrid', 'final', 'emblem']
['3', 'draw', '2', 'defeat', 'whole', 'season', 'score', '168', 'conced', '48']
['top', 'shop', 'fiasco']
[]
['nazi', 'mandar', 'polit', 'koala', 'lump', 'koala', 'lump', '2', 'other']
['pretti', 'cri', 'cri']
['got', 'market', 'email', 'navid', 'address', 'dear', 'exampl', 'fail']
['breakfast', 'club', 'sucha', 'classic']
['chili', 'honey', 'chipotl', 'crisper']
['boat', 'birthday']
['cute', 'iphon', '5', 'phone', 'case', 'lik']
['think', 'micki', 'adam', 'right', 'given', 'peopl', 'contract', 'thank', 'four', 'avert']
['istanbul', 'ticket', 'istanbul', '5', 'other']
['stop', 'punch']
['grub', 'jake', 'burger', 'billiard']
['one', 'fuck', 'ya']
['good', 'night']
['wish', 'u', 'bed', 'snowbal']
['fol']
['freakin', 'cold']
['wat', 'bore', 'bank', 'holiday']
['album', 'heart', 'war', 'drop', 'today', 'y', 'all', 'go', 'show', 'outland']
['beach', 'babe', 'beach', 'collin']
['feel', 'girl', 'joke']
['case', 'ye', 'special']
['forum', 'merlin']
['honda', 'de', 'mexico', 'plant', 'delay', 'delay']
['nigga']
['say']
['foolish']
['would', 'luv', 'nite', 'make', 'way', 'bring']
['need', 'see']
[]
[]
['read', 'new', 'essay', 'women', 'key', 'america', 'prosper', 'mustard']
['great', 'folk', 'great', 'crowd', 'morn', 'arni', 'grill', 'golf', 'cours']
['pleasur', 'thank', 'bro']
['ya', 'know', 'hurt', 'ya']
['oh', 'well', 'i', 've', 'alreadi', 'ruin', 'everyth', 'life']
['well', 'darn', 'till', '12', 'haha']
['much', 'fun', 'beach', 'walk', 'fav', 'beach', 'babe', 'tone', 'partner']
[]
['lead', 'believ', 'joe']
['lol']
['plaza', 'clean', 'di', '33', 'other']
['veget', 'header', 'freak']
['gather', 'weekli', 'sunni', '16', 'cafe']
['never', 'never', 'hate']
['fair', 'enough', 'haha']
['lol', 'still', 'proud']
['im', 'dead']
['catch', 'sharia', 'trident', 'booksel', 'cafe', '2', 'other']
['morn', 'world', 'happi', 'tuesday']
['gon', 'na', 'grill', 'big', 'ole', 'rib', 'tonight', 'score']
['nigga', 'hoe', 'dress', 'men', 'cloth']
['coffe', 'bean', 'starbuck', 'cheapen']
['actual', 'sooo', 'good', 'look', 'ignor', 'prick']
['stomach', 'hurt', 'cough', 'much']
['hampton', 'inn', 'suit', 'tamara', 'fli']
['got', 'hook']
['funni']
['fudg', 'sweet']
['academia', 'mix', 'fight', 'assist']
['fat', 'sister', 'ai', 'contest']
['frost', 'flake', 'bed']
[]
['note', 'phone', 'say', 'make', 'remix', 'ink', 'level', 'think', 'good', 'idea', 'heavi']
['lian', '2', 'other']
['2', 'u']
['deflow', 'pound', 'good', 'big', 'heck', 'may', 'small', 'lol']
['dont']
['i', 've', 'left', 'time']
['hang', 'ha']
['desert', 'get', 'head', 'drink', 'wine', 'eat', 'pub', 'fol']
['let', 'go', 'sen']
['awhil', 'preciou', 'childhood', 'memori']
['stupid', 'bitch', 'post', 'women', 'half', 'nake', 'impress', 'man', 'stay', 'classi', 'know', 'tramp', 'sit']
['matter', 'past', 'matter', 'futur', 'determin', 'courag', 'chang', 'everyth']
['premier', 'jaw', 'timer']
['pillow', 'sound', 'pretti', 'damn', 'good', 'right']
[]
['never', 'good', 'enough']
['game', 'consol', 'stuck', 'game', 'i', 'd', '500', 'year', 'advanc', 'lol']
['yep', 'total']
['know', 'noth']
['nope', 'need', '2', 'week', 'lol']
[]
['karl', 'get', 'pick', 'pink', 'gun', 'today', 'roundtrip']
['sun', 'make', 'shine', 'diamond']
['know', 'movi', 'win', 'best', 'pictur', 'crotchless', 'yoga', 'pant']
['work', 'way', 'much', 'lol', 'money', 'make', '2', 'cash', 'flow']
['tit', 'good', 'hole', 'day', 'liz', 'court', 'new', 'jersey']
['mai', 'invok', 'moi', 'la', 'video']
['zero', 'fake', 'coke', 'diet', 'boy', 'version', 'aka', 'fake']
['shitti', 'friend']
['chicken', 'cutlet', 'well']
['dunk', 'take', 'much', 'energi']
['luceat', 'one', 'there']
['hate', 'busi', 'corridor', '11']
['wish', 'hey', 'nineteen', 'today', 'ur', 'birthday', 'ya', 'littl', 'cute', 'friend', 'u', 'much']
['sanatorium', '4', 'other']
['u', 'call', 'pocahonta', 'lake', 'life']
['austin', '7', 'other']
['loo', 'everyon', 'say']
['back', 'hull', 'even', 'fam']
['mall']
['dinner', 'serv']
['cali', 'babi']
['dark', 'girl', 'underr', 'swear', 'sigh']
['let', 'win', 'hardest', 'thing', 'i', 've', 'ever', 'done']
['citi', 'istanbul', '40', 'other']
['mouth', 'stomach', 'liter', 'burn']
['insan', 'haha', 'next', 'year', 'though']
['realli', 'hate', 'new', 'tweet', 'thing']
['text', 'back']
['haha', 'know', 'write', 'ad']
['ight']
['blame', 'fish']
['done', 'make', 'effort', 'peopl', 'give', 'two', 'fli', 'fuck']
['sorri', 'possibl', 'grow', 'fu', 'surround', 'commun', 'gangster']
['pub']
['avi']
[]
['nice']
['simpleton', 'staten', 'island', 'ny']
['sultana', 'do', 'palac', 'pe']
[]
['hold', 'grudg', 'know', 'type']
['y', 'all', 'pick', 'pacer', 'heat', 'win']
['plan']
['feel', 'real', 'nigga']
['stay', 'groovi', 'stay', 'goofi']
['hope', 'high', 'kill', 'might', 'kiss']
['came', 'game', 'kill', 'nigga', 'join']
['go', 'us', '3', 'ho', 'small', 'group', 'ok']
['hahaha', 'funni']
['ai', 'got', 'back', 'youuuu', 'nigga', 'phone', 'talkin', 'shit']
['wan', 'na', 'sleep', 'movi', 'interest']
['thank', 'parker']
['wan', 'na', 'se', 'fall']
['read', 'dean', 'ultra', 'marathon', 'man', 'second', 'time', 'watch', 'sun', 'set', 'feel', 'inspir', 'readi', 'summer', 'long', 'run']
['first', 'mug', 'i', 've', 'met', 'sort', 'newbi', 'becam', 'goos', 'januari', 'haha']
['steroid', 'basebal', 'stori', 'could', 'big', 'time']
['got', '200', 'retweet', 'awesom']
['taylor', 'gang', 'stab', 'peopl', 'american', 'flag', 'skinni', 'jean', 'must', 'stop']
['peopl', 'amaz']
['drink', 'ocean']
['drove', 'downtown', 'night', 'rain']
['stop', 'tri', 'fix', 'shit', 'stop', 'burn', 'bridg', 'peopl', 'actual', 'goddam', 'stubborn']
['lot', 'peopl', 'shop', 'aunti', 'shop', 'label', 'prom', 'homecom', 'boom', 'lol']
['add', 'snap', 'chat']
['sometim', 'stare', 'right', 'face', 'open', 'eye']
['make', 'day', 'much', 'better', '3']
['bow', '256', '348', '1705', 'new', 'number']
['shoot', 'santa', 'monica']
['know', 'parti', 'bring', 'gat']
['lol', 'cours']
['lol', 'got', 'eg']
['serena', 'titra', 'garden', '3']
['fine', 'tell', 'home']
['yoon', 'lol', '90', 'world', 'hate', 'tweet', 'think', 'live']
['tweet', 'sam', 'congrat', 'bar', 'mitzvah', '13', 'yr', 'old', 'super', 'fan', 'thank']
['final']
['realli', 'curli']
['crazi', 'differ', 'thing', 'year', 'ago']
